"asset_tag","model_category","model","model.display_name","assigned_to","install_status","ci"
"A0000965528","IP Router","Cisco Systems, Inc. 4000 Integrated Services Router ISR4331","Cisco Systems, Inc. 4000 Integrated Services Router ISR4331","","In use","rarliom-vgr-mdf-02"
"A0001776163","IP Router","Cisco Systems, Inc. 4000 Integrated Services Router ISR4431/K9","Cisco Systems, Inc. 4000 Integrated Services Router ISR4431/K9","","In use","ptncvsp-sdwan-mdf-02"
"","IP Router","Cisco Systems, Inc. Nexus 9300-GX2 Series N9K-C9332D-GX2B","Cisco Systems, Inc. Nexus 9300-GX2 Series N9K-C9332D-GX2B","","In use","lgs1502-06b-0101-sbgw03"
"","IP Router","Cisco Systems, Inc. ASR 1000 Series ASR1002X-5G-HA-K9","Cisco Systems, Inc. ASR 1000 Series ASR1002X-5G-HA-K9","","In use","mid-hs-l3-asr1002-1"
"A0000896979","IP Router","Cisco Systems, Inc. 4000 Integrated Services Router ISR4451-X/K9","Cisco Systems, Inc. 4000 Integrated Services Router ISR4451-X/K9","","In use","pilmpcc-sdwan-mdf-01"
"A0000896981","IP Router","Cisco Systems, Inc. 4000 Integrated Services Router ISR4451-X/K9","Cisco Systems, Inc. 4000 Integrated Services Router ISR4451-X/K9","","In use","pilmpcc-sdwan-mdf-02"
"4716071","IP Router","Cisco Systems, Inc. Catalyst 8300 Series C8300-1N1S-6T","Cisco Systems, Inc. Catalyst 8300 Series C8300-1N1S-6T","","In use","rnjjcdi-sdwan-mdf-01"
"","IP Router","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93108TC-FX3","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93108TC-FX3","","In use","atl0102-01a-0202-oob-as03"
"","IP Router","Unknown","Unknown","","In use","win-dns-resolv-2"
"","IP Router","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93108TC-FX3","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93108TC-FX3","","In use","atl0102-01a-0204-oob-as07"
"","IP Router","Unknown","Unknown","","In use","pcai-ilo-scs04"
"A0000896983","IP Router","Cisco Systems, Inc. 4000 Integrated Services Router ISR4451-X/K9","Cisco Systems, Inc. 4000 Integrated Services Router ISR4451-X/K9","","In use","pgaatsp-sdwan-mdf-01"
"","IP Router","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93108TC-FX3","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93108TC-FX3","","In use","lgs1402-08c-0103-mlf15"
"","IP Router","Cisco Systems, Inc. Nexus 9800 8-slot Fabric Module N9K-C9808","Cisco Systems, Inc. Nexus 9800 8-slot Fabric Module N9K-C9808","","In use","atl0102-01a-0201-ncr04"
"","IP Router","Cisco Systems, Inc. Nexus 7018","Cisco Systems, Inc. Nexus 7018","","In use","rricmcpdis2-backup"
"","IP Router","AudioCodes MediaPack Series MP-114","AudioCodes MediaPack Series MP-114","","In use","acl_5757251"
"","IP Router","Unknown","Unknown","","In use","pazshdc-sec-ext-aet-01"
"","IP Router","AudioCodes MediaPack Series MP-114","AudioCodes MediaPack Series MP-114","","In use","acl_9124113"
"","IP Router","AudioCodes MediaPack Series MP-114","AudioCodes MediaPack Series MP-114","","In use","ac_nyk_mp118_ fxs"
"","IP Router","Cisco Systems, Inc. Nexus 9300-GX2 Series N9K-C9332D-GX2B","Cisco Systems, Inc. Nexus 9300-GX2 Series N9K-C9332D-GX2B","","In use","lgs1502-06b-0101-csp01"
"","IP Router","AudioCodes MediaPack Series MP-114","AudioCodes MediaPack Series MP-114","","In use",""
"","IP Router","AudioCodes MediaPack Series MP-114","AudioCodes MediaPack Series MP-114","","In use","ac_wls_mp118_fxs_4"
"A0001788695","IP Router","Cisco Systems, Inc. Nexus 9300-FX2 Series 9336C-FX2","Cisco Systems, Inc. Nexus 9300-FX2 Series 9336C-FX2","","In use","rriwsdc-9336-ca31-u41-fwout-2"
"A0001663987","IP Router","Cisco Systems, Inc. 4000 Integrated Services Router ISR4431/K9","Cisco Systems, Inc. 4000 Integrated Services Router ISR4431/K9","","In use","pnynocr-sdwan-mdf-02"
"","IP Router","Unknown","Unknown","","In use","pazshdc-sec-ext-mplswest-01-anthem"
"4716642","IP Router","Cisco Systems, Inc. Catalyst 8300 Series C8300-1N1S-6T","Cisco Systems, Inc. Catalyst 8300 Series C8300-1N1S-6T","","In use","rminvdi-sdwan-mdf-02"
"A0001696236","IP Router","Cisco Systems, Inc. 4000 Integrated Services Router ISR4431/K9","Cisco Systems, Inc. 4000 Integrated Services Router ISR4431/K9","","In use","pmabncr-sdwan-mdf-02"
"4716579","IP Router","Cisco Systems, Inc. Catalyst 8300 Series C8300-1N1S-6T","Cisco Systems, Inc. Catalyst 8300 Series C8300-1N1S-6T","","In use","rtxhsdi-sdwan-mdf-01"
"","IP Router","Cisco Systems, Inc. Nexus 9300-FX2 Series 9336C-FX2","Cisco Systems, Inc. Nexus 9300-FX2 Series 9336C-FX2","","In use","pazshdc-nws10-wr-01"
"","IP Router","Cisco Systems, Inc. Nexus 9300-FX2 Series 9336C-FX2","Cisco Systems, Inc. Nexus 9300-FX2 Series 9336C-FX2","","In use","ext-ds-da2a-cg02036rep-02"
"","IP Router","Cisco Systems, Inc. Nexus 9300-FX2 Series 9336C-FX2","Cisco Systems, Inc. Nexus 9300-FX2 Series 9336C-FX2","","In use","ext-ds-da2a-cg02036csp-01"
"","IP Router","AudioCodes MediaPack Series MP-114","AudioCodes MediaPack Series MP-114","","In use","acl_7653035"
"","IP Router","Cisco Systems, Inc. Nexus 9300-FX2 Series 9336C-FX2","Cisco Systems, Inc. Nexus 9300-FX2 Series 9336C-FX2","","In use","ext-ds-da2a-cg02036rep-01"
"","IP Router","AudioCodes MediaPack Series MP-114","AudioCodes MediaPack Series MP-114","","In use",""
"4306511","IP Router","Cisco Systems, Inc. SNS 3600 Series SNS-3695-K9","Cisco Systems, Inc. SNS 3600 Series SNS-3695-K9","","In use","scd-ise-wlan-3"
"","IP Router","AudioCodes MediaPack Series MP-114","AudioCodes MediaPack Series MP-114","","In use","acl_9008603"
"","IP Router","AudioCodes MediaPack Series MP-114","AudioCodes MediaPack Series MP-114","","In use","acl_9007563"
"","IP Router","AudioCodes MediaPack Series MP-114","AudioCodes MediaPack Series MP-114","","In use","acl_9007679"
"A0001066867","IP Router","Cisco Systems, Inc. 4000 Integrated Services Router ISR4451-X/K9","Cisco Systems, Inc. 4000 Integrated Services Router ISR4451-X/K9","","In use","pkslesp-sdwan-mdf-02"
"A0001764805","IP Router","Cisco Systems, Inc. Nexus 9300-FX2 Series 9336C-FX2","Cisco Systems, Inc. Nexus 9300-FX2 Series 9336C-FX2","","In use","pazshdc-9336-nw-v07-fwccl-1"
"","IP Router","Cisco Systems, Inc. Nexus 9300 Series Switches N9K-C9364C","Cisco Systems, Inc. Nexus 9300 Series Switches N9K-C9364C","","In use","az1-w41-r1-ru31-sp1"
"","IP Router","ADTRAN, Inc MX2800 Series MX2800","ADTRAN, Inc MX2800 Series MX2800","","In use","adtran mx2800 ds3"
"A0004476937","IP Router","Cisco Systems, Inc. SNS 3600 Series SNS-3695-K9","Cisco Systems, Inc. SNS 3600 Series SNS-3695-K9","","In use","scd-ise-wlan-2"
"","IP Router","Unknown","Unknown","","In use","pazshdc-sec-ext-mplswest-01-jointventure-redoak"
"4715926","IP Router","Cisco Systems, Inc. Catalyst 8300 Series C8300-1N1S-6T","Cisco Systems, Inc. Catalyst 8300 Series C8300-1N1S-6T","","In use","rtxhsdi-sdwan-mdf-02"
"","IP Router","Cisco Systems, Inc. Nexus 9300-GX Series N9K-C9364C-GX","Cisco Systems, Inc. Nexus 9300-GX Series N9K-C9364C-GX","","In use","ri1-da46-r2-ru31-sp2"
"A0001576530","IP Router","Cisco Systems, Inc. 4000 Integrated Services Router ISR4431/K9","Cisco Systems, Inc. 4000 Integrated Services Router ISR4431/K9","","In use","pnvlvsp-sdwan-mdf-01"
"","IP Router","AudioCodes SFP Transceiver 3000","AudioCodes SFP Transceiver 3000","","In use","acl_9123801"
"","IP Router","Unknown","Unknown","","In use","pazshdc-sec-ext-mplswest-02-genpact"
"","IP Router","Cisco Systems, Inc. Catalyst 8500 Series C8500-12X","Cisco Systems, Inc. Catalyst 8500 Series C8500-12X","","In use","rricmdc-edg-rtr-f60-01"
"","IP Router","Cisco Systems, Inc. Nexus 9300-GX2 Series N9K-C9332D-GX2B","Cisco Systems, Inc. Nexus 9300-GX2 Series N9K-C9332D-GX2B","","In use","lgs1502-06b-0101-mbgw03"
"A0001478767","IP Router","Cisco Systems, Inc. 4000 Integrated Services Router ISR4431","Cisco Systems, Inc. 4000 Integrated Services Router ISR4431","","In use","pazshdcwanmplant-02-vzb"
"","IP Router","Cisco Systems, Inc. Nexus 9200 Series N9K-C92348GC-X","Cisco Systems, Inc. Nexus 9200 Series N9K-C92348GC-X","","In use","az1-g63-r3-ru40-oob"
"","IP Router","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93108TC-FX3","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93108TC-FX3","","In use","lgs1502-06b-0206-mlf07"
"","IP Router","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93108TC-FX3","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93108TC-FX3","","In use","lgs1502-06b-0107-mlf01"
"","IP Router","Cisco Systems, Inc. Nexus 9200 Series N9K-C92348GC-X","Cisco Systems, Inc. Nexus 9200 Series N9K-C92348GC-X","","In use","az1-e63-r1-ru40-oob"
"","IP Router","Infoblox Trinzic DDI Appliances ib1415","Infoblox Trinzic DDI Appliances ib1415","","In use","eazshdccteibx-2"
"A0001788828","IP Router","Cisco Systems, Inc. Nexus 9300-FX2 Series 9336C-FX2","Cisco Systems, Inc. Nexus 9300-FX2 Series 9336C-FX2","","In use","pazshdc-9336-exp-d18-fwccl-2"
"","IP Router","Cisco Systems, Inc. Nexus 9300-FX2 Series 9336C-FX2","Cisco Systems, Inc. Nexus 9300-FX2 Series 9336C-FX2","","In use","ri1-ca61-r2-ru29-bl2"
"","IP Router","AudioCodes SFP Transceiver 3000","AudioCodes SFP Transceiver 3000","","In use","acl_9007505"
"","IP Router","AudioCodes SFP Transceiver 3000","AudioCodes SFP Transceiver 3000","","In use","acl_8758859"
"","IP Router","AudioCodes SFP Transceiver 3000","AudioCodes SFP Transceiver 3000","","In use","acl_9007387"
"4716477","IP Router","Cisco Systems, Inc. Catalyst 8300 Series C8300-1N1S-6T","Cisco Systems, Inc. Catalyst 8300 Series C8300-1N1S-6T","","In use","rkygldi-sdwan-mdf-01"
"","IP Router","AudioCodes SFP Transceiver 3000","AudioCodes SFP Transceiver 3000","","In use","acl_9007696"
"","IP Router","Cisco Systems, Inc. Nexus 9200 Series N9K-C92348GC-X","Cisco Systems, Inc. Nexus 9200 Series N9K-C92348GC-X","","In use","az1-f63-r2-ru40-oob"
"","IP Router","AudioCodes SFP Transceiver 3000","AudioCodes SFP Transceiver 3000","","In use","acl_9124041"
"","IP Router","AudioCodes MediaPack Series MP-114","AudioCodes MediaPack Series MP-114","","In use","acl_9123978"
"A0001478771","IP Router","Cisco Systems, Inc. 4000 Integrated Services Router ISR4431","Cisco Systems, Inc. 4000 Integrated Services Router ISR4431","","In use","pazshdcwanmplant-01-att"
"","IP Router","AudioCodes SFP Transceiver 3000","AudioCodes SFP Transceiver 3000","","In use","acl_9007670"
"","IP Router","Unknown","Unknown","","In use","pazshdc-sec-ext-mplswest-01-wellpoint"
"","IP Router","AudioCodes SFP Transceiver 3000","AudioCodes SFP Transceiver 3000","","In use","acl_9007669"
"","IP Router","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93108TC-FX3","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93108TC-FX3","","In use","lgs1502-06b-0109-mlf02"
"","IP Router","AudioCodes SFP Transceiver 3000","AudioCodes SFP Transceiver 3000","","In use","acl_9007447"
"","IP Router","Infoblox Trinzic DDI Appliances 1415","Infoblox Trinzic DDI Appliances 1415","","In use","cbl-1415-2"
"","IP Router","AudioCodes SFP Transceiver 3000","AudioCodes SFP Transceiver 3000","","In use","acl_9123980"
"","IP Router","AudioCodes SFP Transceiver 3000","AudioCodes SFP Transceiver 3000","","In use","acl_9008640"
"","IP Router","Cisco Systems, Inc. Nexus 9300-FX2 Series N9K-C93240YC-FX2","Cisco Systems, Inc. Nexus 9300-FX2 Series N9K-C93240YC-FX2","","In use","mid-l3-s29w10-ru34-lf1"
"","IP Router","Cisco Systems, Inc. 4000 Integrated Services Router ISR4351/k9","Cisco Systems, Inc. 4000 Integrated Services Router ISR4351/k9","","In use","rmnbrom-vgr-mdf-02"
"","IP Router","AudioCodes SFP Transceiver 3000","AudioCodes SFP Transceiver 3000","","In use","acl_9124013"
"","IP Router","Unknown","Unknown","","In use","pazshdc-sec-ext-mplswest-01-alorica"
"4715554","IP Router","Cisco Systems, Inc. Catalyst 8300 Series C8300-1N1S-6T","Cisco Systems, Inc. Catalyst 8300 Series C8300-1N1S-6T","","In use","rhikadi-sdwan-mdf-02"
"","IP Router","Cisco Systems, Inc. 4000 Integrated Services Router ISR4331","Cisco Systems, Inc. 4000 Integrated Services Router ISR4331","","In use","rarliom-vgr-mdf-01"
"","IP Router","AudioCodes SFP Transceiver 3000","AudioCodes SFP Transceiver 3000","","In use","acl_9124046"
"","IP Router","Cisco Systems, Inc. Nexus 9300-FX2 Series 9336C-FX2","Cisco Systems, Inc. Nexus 9300-FX2 Series 9336C-FX2","","In use","ext-ds-da2a-cg02036csp-02"
"","IP Router","Infoblox Trinzic DDI Appliances 2225","Infoblox Trinzic DDI Appliances 2225","","In use","ericudcdnsibxom"
"","IP Router","AudioCodes SFP Transceiver 3000","AudioCodes SFP Transceiver 3000","","In use","acl_9007753"
"","IP Router","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93108TC-FX3","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93108TC-FX3","","In use","lgs1402-07c-0105-mlf03"
"","IP Router","AudioCodes MediaPack Series MP-114","AudioCodes MediaPack Series MP-114","","In use","ac_wls_mp118_fxs_2"
"","IP Router","Cisco Systems, Inc. Nexus 9300-FX2 Series 9336C-FX2","Cisco Systems, Inc. Nexus 9300-FX2 Series 9336C-FX2","","In use","ri1-cz46-r1-ru29-bl1"
"4491751","IP Router","Cisco Systems, Inc. 4000 Integrated Services Router ISR4431/K9","Cisco Systems, Inc. 4000 Integrated Services Router ISR4431/K9","","In use","pmeposp-sdwan-mdf-01"
"","IP Router","Unknown","Unknown","","In use","rriwsdc-oob-t24-01"
"4716611","IP Router","Cisco Systems, Inc. Catalyst 8300 Series C8300-1N1S-6T","Cisco Systems, Inc. Catalyst 8300 Series C8300-1N1S-6T","","In use","rnjjcdi-sdwan-mdf-02"
"","IP Router","Unknown","Unknown","","In use","rricmdc-oob-setuproom-01"
"4684479","IP Router","Cisco Systems, Inc. SNS 3700 Series SNS-3795-K9","Cisco Systems, Inc. SNS 3700 Series SNS-3795-K9","","In use","cld-ise-f5-2"
"","IP Router","Cisco Systems, Inc. 4000 Integrated Services Router ISR4431","Cisco Systems, Inc. 4000 Integrated Services Router ISR4431","","In use","rlashom-mpls-mdf-02"
"","IP Router","Cisco Systems, Inc. Nexus 9200 Series N9K-C92348GC-X","Cisco Systems, Inc. Nexus 9200 Series N9K-C92348GC-X","","In use","ri1-dc46-r3-ru40-oob"
"4716578","IP Router","Cisco Systems, Inc. Catalyst 8300 Series C8300-1N1S-6T","Cisco Systems, Inc. Catalyst 8300 Series C8300-1N1S-6T","","In use","rgaaudi-sdwan-mdf-02"
"","IP Router","AudioCodes MediaPack Series MP-114","AudioCodes MediaPack Series MP-114","","In use","acl_5798979"
"","IP Router","Unknown","Unknown","","In use","mid-dns-resolv-1"
"","IP Router","Infoblox Trinzic DDI Appliances 2225","Infoblox Trinzic DDI Appliances 2225","","In use","epadddcdnsibxsl"
"","IP Router","Infoblox Trinzic DDI Appliances 2225","Infoblox Trinzic DDI Appliances 2225","","In use","rilmp2dcdnsibxsl-1"
"","IP Router","AudioCodes MediaPack Series MP-114","AudioCodes MediaPack Series MP-114","","In use","acl_7653044"
"","IP Router","Cisco Systems, Inc. Catalyst 8500 Series C8500-12X","Cisco Systems, Inc. Catalyst 8500 Series C8500-12X","","In use","lgs1502-10c-0104-hcb-sdw02"
"","IP Router","Infoblox Trinzic DDI Appliances 2225","Infoblox Trinzic DDI Appliances 2225","","In use","eazshdcprdibx71"
"","IP Router","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93108TC-FX3","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93108TC-FX3","","In use","atl0102-01a-0201-oob-as20"
"","IP Router","Infoblox Trinzic DDI Appliances 2225","Infoblox Trinzic DDI Appliances 2225","","In use","eazshdcdnsibxsl"
"4306510","IP Router","Cisco Systems, Inc. SNS 3600 Series SNS-3695-K9","Cisco Systems, Inc. SNS 3600 Series SNS-3695-K9","","In use","scd-ise-wlan-1"
"","IP Router","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93108TC-FX3","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93108TC-FX3","","In use","lgs1402-07c-0205-mlf10"
"","IP Router","Cisco Systems, Inc. Nexus 9300-GX Series N9K-C9364C-GX","Cisco Systems, Inc. Nexus 9300-GX Series N9K-C9364C-GX","","In use","ri1-cz46-r1-ru31-sp1"
"","IP Router","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93108TC-FX3","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93108TC-FX3","","In use","lgs1402-07c-0201-mlf07"
"","IP Router","Infoblox Trinzic DDI Appliances 2225","Infoblox Trinzic DDI Appliances 2225","","In use","eazshdcibxcm"
"","IP Router","AudioCodes SFP Transceiver 3000","AudioCodes SFP Transceiver 3000","","In use","acl_9007642"
"","IP Router","Cisco Systems, Inc. Catalyst 8300 Series C8300-1N1S-6T","Cisco Systems, Inc. Catalyst 8300 Series C8300-1N1S-6T","","In use","pnx-wr-m1a-1"
"","IP Router","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93108TC-FX3","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93108TC-FX3","","In use","lgs1502-10c-0105-oob-as16"
"","IP Router","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93108TC-FX3","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93108TC-FX3","","In use","lgs1402-08c-0203-mlf22"
"","IP Router","Infoblox Trinzic DDI Appliances 2225","Infoblox Trinzic DDI Appliances 2225","","In use","eazshdcdnsprdrxc-2"
"A0001553589","IP Router","Cisco Systems, Inc. 4000 Integrated Services Router ISR4431/K9","Cisco Systems, Inc. 4000 Integrated Services Router ISR4431/K9","","In use","pflodsp-sdwan-mdf-02"
"","IP Router","Unknown","Unknown","","In use","mid-dns-resolv-3"
"","IP Router","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93108TC-FX3","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93108TC-FX3","","In use","lgs1402-08c-0206-mlf25"
"","IP Router","Cisco Systems, Inc. 4000 Integrated Services Router ISR4331","Cisco Systems, Inc. 4000 Integrated Services Router ISR4331","","In use","rmtbiom-vgr-mdf-02"
"","IP Router","AudioCodes MediaPack Series MP-114","AudioCodes MediaPack Series MP-114","","In use",""
"","IP Router","Cisco Systems, Inc. Nexus 9300 Series Switches N9K-C9364C","Cisco Systems, Inc. Nexus 9300 Series Switches N9K-C9364C","","In use","mid-l3-s29w10-ru31-sp3"
"","IP Router","Cisco Systems, Inc. Nexus 9300-GX Series N9K-C9364C-GX","Cisco Systems, Inc. Nexus 9300-GX Series N9K-C9364C-GX","","In use","ri1-ca59-r3-ru31-sp3"
"","IP Router","Cisco Systems, Inc. 4000 Integrated Services Router ISR4331","Cisco Systems, Inc. 4000 Integrated Services Router ISR4331","","In use","rkswiom-vgr-mdf-01"
"4300577","IP Router","Cisco Systems, Inc. SNS 3600 Series SNS-3695-K9","Cisco Systems, Inc. SNS 3600 Series SNS-3695-K9","","In use","scd-ise-wlan-4"
"","IP Router","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93108TC-FX3","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93108TC-FX3","","In use","lgs1502-06b-0207-mlf08"
"","IP Router","Cisco Systems, Inc. 4000 Integrated Services Router ISR4331","Cisco Systems, Inc. 4000 Integrated Services Router ISR4331","","In use","rtnclom-vgr-mdf-02"
"","IP Router","Infoblox Trinzic DDI Appliances 2225","Infoblox Trinzic DDI Appliances 2225","","In use","eazshdcdnsibxhm-1"
"","IP Router","Infoblox Trinzic DDI Appliances ib1415","Infoblox Trinzic DDI Appliances ib1415","","In use","internal_infoblox"
"","IP Router","Unknown","Unknown","","In use","rpastdi-oob-mdf-01"
"","IP Router","Kyocera ECOSYS MFP Series FS-9530DN","Kyocera ECOSYS MFP Series FS-9530DN","","In use","p9100"
"","IP Router","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93108TC-FX3","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93108TC-FX3","","In use","lgs1402-09c-0110-oob-as02"
"","IP Router","Cisco Systems, Inc. 4000 Integrated Services Router ISR4331","Cisco Systems, Inc. 4000 Integrated Services Router ISR4331","","In use","rinfoom-vgr-mdf-02"
"","IP Router","Cisco Systems, Inc. 4000 Integrated Services Router ISR4351/k9","Cisco Systems, Inc. 4000 Integrated Services Router ISR4351/k9","","In use","rtxfoom-vgr-mdf-01"
"","IP Router","AudioCodes MediaPack Series MP-114","AudioCodes MediaPack Series MP-114","","In use","acl_5284570"
"","IP Router","Cisco Systems, Inc. 4000 Integrated Services Router ISR4351/k9","Cisco Systems, Inc. 4000 Integrated Services Router ISR4351/k9","","In use","rfljaom-vgr-mdf-02"
"","IP Router","AudioCodes MediaPack Series MP-114","AudioCodes MediaPack Series MP-114","","In use",""
"","IP Router","Cisco Systems, Inc. Nexus 9300-FX2 Series N9K-C93240YC-FX2","Cisco Systems, Inc. Nexus 9300-FX2 Series N9K-C93240YC-FX2","","In use","az1-w41-r1-ru37-lf2"
"","IP Router","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93108TC-FX3","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93108TC-FX3","","In use","lgs1501-01b-0103-oob-as10"
"","IP Router","Unknown","Unknown","","In use","rriwsdc-oob-bg06-01"
"","IP Router","AudioCodes MediaPack Series MP-114","AudioCodes MediaPack Series MP-114","","In use","ac_wls_mp118_fxs_1"
"","IP Router","Unknown","Unknown","","In use","rriwsdc-oob-t22-01"
"","IP Router","Cisco Systems, Inc. Nexus 9300-GX Series N9K-C9364C-GX","Cisco Systems, Inc. Nexus 9300-GX Series N9K-C9364C-GX","","In use","az1-e63-r1-ru31-sp1"
"","IP Router","Unknown","Unknown","","In use","rtxstom-oob-mdf-01"
"","IP Router","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93108TC-FX3","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93108TC-FX3","","In use","lgs1402-08c-0107-mlf19"
"","IP Router","Cisco Systems, Inc. Nexus 9300-FX2 Series N9K-C93240YC-FX2","Cisco Systems, Inc. Nexus 9300-FX2 Series N9K-C93240YC-FX2","","In use","az1-v41-r2-ru37-lf2"
"","IP Router","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93108TC-FX3","Cisco Systems, Inc. Nexus 9300-FX3 Series N9K-C93108TC-FX3","","In use","lgs1502-06b-0101-oob-as21"
"","IP Router","Cisco Systems, Inc. 4000 Integrated Services Router ISR4351/k9","Cisco Systems, Inc. 4000 Integrated Services Router ISR4351/k9","","In use","rpakiom-vgr-mdf-02"
